timestamp,value,frequency_label,male_action_label
15340,2,D,W
15350,16,AB,
15360,34,G,W
15370,55,G,W
15380,48,G,W
15390,56,G,W
15400,18,AB,
15410,41,G,W
15420,50,G,W
15430,12,AB,L
15440,14,AB,L
15450,8,TA,L
15460,36,G,W
15470,56,G,W
15480,56,G,W
15490,58,G,W
15500,7,TA,L
15510,10,TA,L
15520,44,G,W
15530,38,G,W
15540,22,B,F
15550,53,G,W
15560,44,G,W
15570,50,G,W
15580,0,D,W
15590,54,G,W
15600,5,T,
15610,55,G,W
15620,56,G,W
15630,56,G,W
15640,13,AB,L
15650,28,B,F
15660,59,G,W
15670,22,B,F
15680,45,G,W
15690,5,T,
15700,57,G,W
15710,33,B,F
15720,35,G,W
15730,11,AB,L
15740,9,TA,L
15750,55,G,W
15760,30,B,F
15770,17,AB,L
15780,48,G,W
15790,1,D,W
15800,22,B,F
15810,11,AB,L
15820,51,G,W
15830,37,G,W
15840,56,G,W
15850,43,G,W
15860,47,G,W
15870,60,G,W
15880,33,B,F
15890,19,AB,L
15900,57,G,W
15910,2,D,W
15920,43,G,W
15930,47,G,W
15940,17,AB,L
15950,16,AB,L
15960,16,AB,L
15970,0,D,W
15980,12,AB,L
15990,12,AB,L
16000,2,D,W
16010,32,B,F
16020,30,B,F
16030,9,TA,L
16040,15,AB,L
16050,17,AB,L
16060,32,B,F
16070,43,G,W
16080,0,D,W
16090,39,G,W
16100,56,G,W
16110,33,B,F
16120,7,TA,L
16130,7,TA,L
16140,38,G,W
16150,10,TA,L
16160,23,B,F
16170,5,T,R
16180,12,AB,L
16190,1,D,W
16200,7,TA,L
16210,28,B,F
16220,42,G,W
16230,34,G,W
16240,20,AB,L
16250,21,B,F
16260,6,TA,L
16270,21,B,F
16280,13,AB,L
16290,57,G,W
16300,39,G,W
16310,58,G,W
16320,42,G,W
16330,60,G,W
16340,54,G,W
16350,32,B,F
16360,25,B,F
16370,29,B,F
16380,0,D,W
16390,38,G,W
16400,54,G,W
16410,58,G,W
16420,50,G,W
16430,40,G,W
16440,54,G,W
16450,32,B,F
16460,52,G,W
16470,53,G,W
16480,30,B,F
16490,26,B,F
16500,13,AB,L
16510,59,G,W
16520,58,G,W
16530,35,G,W
16540,31,B,F
16550,37,G,W
16560,27,B,F
16570,16,AB,L
16580,60,G,W
16590,22,B,F
16600,37,G,W
16610,51,G,W
16620,2,D,W
16630,45,G,W
16640,26,B,F
16650,36,G,W
16660,37,G,W
16670,45,G,W
16680,57,G,W
16690,34,G,W
16700,29,B,F
16710,23,B,F
16720,42,G,W
16730,29,B,F
16740,45,G,W
16750,12,AB,
16760,49,G,W
16770,17,AB,
16780,53,G,W
16790,20,AB,L
16800,29,B,F
16810,40,G,W
16820,59,G,W
16830,19,AB,
16840,37,G,W
16850,25,B,F
16860,30,B,F
16870,43,G,W
16880,10,TA,L
16890,11,AB,L
16900,42,G,W
16910,7,TA,L
16920,9,TA,L
16930,56,G,W
16940,53,G,W
16950,15,AB,
16960,60,G,W
16970,48,G,W
16980,51,G,W
16990,39,G,W
17000,20,AB,L
17010,26,B,F
17020,50,G,W
17030,52,G,W
17040,3,D,W
17050,12,AB,L
17060,18,AB,L
17070,37,G,W
17080,14,AB,L
17090,28,B,F
17100,8,TA,L
17110,27,B,F
17120,48,G,W
17130,49,G,W
17140,21,B,F
17150,31,B,F
17160,55,G,W
17170,54,G,W
17180,28,B,F
17190,53,G,W
17200,40,G,W
17210,13,AB,L
17220,29,B,F
17230,50,G,W
17240,33,B,F
17250,25,B,F
17260,20,AB,L
17270,8,TA,L
17280,29,B,F
17290,58,G,W
17300,31,B,F
17310,36,G,W
17320,33,B,F
17330,21,B,F
17340,14,AB,L
17350,21,B,F
17360,56,G,W
17370,10,TA,L
17380,11,AB,L
17390,34,G,W
17400,46,G,W
17410,57,G,W
17420,50,G,W
17430,5,T,R
17440,28,B,F
17450,54,G,W
17460,22,B,F
17470,14,AB,L
17480,4,T,
17490,51,G,W
17500,11,AB,L
17510,30,B,F
17520,54,G,W
17530,6,TA,L
17540,7,TA,L
17550,57,G,W
17560,50,G,W
17570,20,AB,
17580,37,G,W
17590,56,G,W
17600,39,G,W
17610,11,AB,L
17620,21,B,F
17630,1,D,W
17640,11,AB,
17650,58,G,W
17660,51,G,W
17670,23,B,F
17680,27,B,F
17690,56,G,W
17700,36,G,W
17710,38,G,W
17720,46,G,W
17730,45,G,W
17740,42,G,W
17750,14,AB,L
17760,6,TA,L
17770,46,G,W
17780,11,AB,L
17790,23,B,F
17800,45,G,W
17810,38,G,W
17820,50,G,W
17830,50,G,W
17840,48,G,W
17850,7,TA,
17860,52,G,W
17870,40,G,W
17880,19,AB,L
17890,4,T,
17900,45,G,W
17910,5,T,
17920,13,AB,L
17930,17,AB,L
17940,37,G,W
17950,22,B,F
17960,46,G,W
17970,20,AB,
17980,40,G,W
17990,50,G,W
18000,45,G,W
18010,8,TA,
18020,50,G,W
18030,2,D,W
18040,59,G,W
18050,0,D,W
18060,35,G,W
18070,15,AB,L
18080,31,B,F
18090,29,B,F
18100,38,G,W
18110,35,G,W
18120,25,B,F
18130,7,TA,L
18140,27,B,F
18150,47,G,W
18160,16,AB,L
18170,8,TA,L
18180,28,B,F
18190,7,TA,L
18200,36,G,W
18210,31,B,F
18220,37,G,W
18230,22,B,F
18240,42,G,W
18250,28,B,F
18260,47,G,W
18270,23,B,F
18280,52,G,W
18290,20,AB,
18300,45,G,W
18310,4,T,
18320,13,AB,L
18330,9,TA,L
18340,46,G,W
18350,9,TA,
18360,58,G,W
18370,20,AB,L
18380,20,AB,L
18390,16,AB,L
18400,59,G,W
18410,43,G,W
18420,23,B,F
18430,6,TA,L
18440,8,TA,L
18450,24,B,F
18460,14,AB,L
18470,38,G,W
18480,58,G,W
18490,33,B,F
18500,16,AB,L
18510,52,G,W
18520,59,G,W
18530,23,B,F
18540,0,D,W
18550,4,T,
18560,42,G,W
18570,10,TA,
18580,59,G,W
18590,22,B,F
18600,43,G,W
18610,36,G,W
18620,8,TA,L
18630,30,B,F
18640,31,B,F
18650,10,TA,L
18660,4,T,R
18670,57,G,W
18680,5,T,R
18690,10,TA,L
18700,57,G,W
18710,23,B,F
18720,10,TA,L
18730,11,AB,L
18740,31,B,F
18750,10,TA,L
18760,35,G,W
18770,14,AB,
18780,38,G,W
18790,29,B,F
18800,46,G,W
18810,11,AB,L
18820,33,B,F
18830,1,D,W
18840,60,G,W
18850,39,G,W
18860,27,B,F
18870,14,AB,L
18880,60,G,W
18890,46,G,W
18900,20,AB,
18910,49,G,W
18920,20,AB,
18930,3,D,W
18940,21,B,F
18950,36,G,W
18960,15,AB,L
18970,33,B,F
18980,49,G,W
18990,17,AB,L
19000,17,AB,L
19010,1,D,W
19020,48,G,W
19030,5,T,R
19040,7,TA,L
19050,14,AB,L
19060,52,G,W
19070,1,D,W
19080,58,G,W
19090,31,B,F
19100,16,AB,L
19110,11,AB,L
19120,3,D,W
19130,13,AB,L
19140,22,B,F
19150,20,AB,L
19160,37,G,W
19170,59,G,W
19180,56,G,W
19190,35,G,W
19200,33,B,F
19210,6,TA,L
19220,44,G,W
19230,30,B,F
19240,15,AB,L
19250,40,G,W
19260,60,G,W
19270,43,G,W
19280,31,B,F
19290,52,G,W
19300,13,AB,
19310,47,G,W
19320,25,B,F
19330,33,B,F
19340,41,G,W
19350,3,D,W
19360,17,AB,L
19370,30,B,F
19380,54,G,W
19390,40,G,W
19400,34,G,W
19410,39,G,W
19420,20,AB,
19430,34,G,W
19440,54,G,W
19450,58,G,W
19460,19,AB,L
19470,24,B,F
19480,17,AB,L
19490,22,B,F
19500,33,B,F
19510,52,G,W
19520,11,AB,L
19530,15,AB,L
19540,35,G,W
19550,20,AB,L
19560,4,T,R
19570,31,B,F
19580,57,G,W
19590,53,G,W
19600,11,AB,L
19610,29,B,F
19620,43,G,W
19630,8,TA,L
19640,19,AB,L
19650,52,G,W
19660,25,B,F
19670,60,G,W
19680,0,D,W
19690,9,TA,
19700,43,G,W
19710,43,G,W
19720,56,G,W
19730,24,B,F
19740,48,G,W
19750,59,G,W
19760,51,G,W
19770,53,G,W
19780,56,G,W
19790,41,G,W
19800,0,D,W
19810,10,TA,
19820,48,G,W
19830,43,G,W
19840,34,G,W
19850,16,AB,L
19860,29,B,F
19870,39,G,W
19880,7,TA,L
19890,24,B,F
19900,43,G,W
19910,1,D,W
19920,47,G,W
19930,38,G,W
19940,36,G,W
19950,8,TA,
19960,34,G,W
19970,32,B,F
19980,16,AB,L
19990,26,B,F
20000,28,B,F
20010,8,TA,L
20020,53,G,W
20030,45,G,W
20040,51,G,W
20050,25,B,F
20060,17,AB,L
20070,45,G,W
20080,13,AB,
20090,38,G,W
20100,5,T,
20110,19,AB,L
20120,8,TA,L
20130,38,G,W
20140,43,G,W
20150,7,TA,L
20160,14,AB,L
20170,0,D,W
20180,39,G,W
20190,36,G,W
20200,46,G,W
20210,51,G,W
20220,60,G,W
20230,10,TA,L
20240,28,B,F
20250,52,G,W
20260,41,G,W
20270,8,TA,L
20280,11,AB,L
20290,54,G,W
20300,28,B,F
20310,44,G,W
20320,11,AB,
20330,49,G,W
20340,40,G,W
20350,16,AB,L
20360,11,AB,L
20370,17,AB,L
20380,41,G,W
20390,10,TA,L
20400,11,AB,L
20410,33,B,F
20420,34,G,W
20430,29,B,F
20440,30,B,F
20450,1,D,W
20460,10,TA,
20470,1,D,W
20480,40,G,W
20490,7,TA,
20500,39,G,W
20510,10,TA,
20520,36,G,W
20530,48,G,W
20540,28,B,F
20550,46,G,W
20560,16,AB,L
20570,16,AB,L
20580,44,G,W
20590,57,G,W
20600,11,AB,
20610,42,G,W
20620,46,G,W
20630,53,G,W
20640,2,D,W
20650,58,G,W
20660,59,G,W
20670,18,AB,L
20680,22,B,F
20690,24,B,F
20700,59,G,W
20710,16,AB,
20720,49,G,W
20730,52,G,W
20740,48,G,W
20750,54,G,W
20760,11,AB,L
20770,14,AB,L
20780,34,G,W
20790,45,G,W
20800,1,D,W
20810,59,G,W
20820,46,G,W
20830,27,B,F
20840,49,G,W
20850,46,G,W
20860,60,G,W
20870,10,TA,
20880,3,D,W
20890,54,G,W
20900,6,TA,
20910,1,D,W
20920,9,TA,
20930,56,G,W
20940,13,AB,
20950,45,G,W
20960,60,G,W
20970,8,TA,
20980,40,G,W
20990,15,AB,
21000,38,G,W
21010,21,B,F
21020,2,D,W
21030,46,G,W
21040,53,G,W
21050,45,G,W
21060,42,G,W
21070,37,G,W
21080,45,G,W
21090,9,TA,L
21100,33,B,F
21110,37,G,W
21120,11,AB,
21130,1,D,W
21140,6,TA,
21150,49,G,W
21160,4,T,
21170,43,G,W
21180,50,G,W
21190,38,G,W
21200,0,D,W
21210,16,AB,
21220,56,G,W
21230,47,G,W
21240,37,G,W
21250,16,AB,
21260,60,G,W
21270,18,AB,
21280,55,G,W
21290,11,AB,
21300,3,D,W
21310,22,B,F
21320,15,AB,L
21330,24,B,F
21340,13,AB,L
21350,11,AB,L
21360,31,B,F
21370,25,B,F
21380,60,G,W
21390,15,AB,L
21400,14,AB,L
21410,12,AB,L
21420,46,G,W
21430,28,B,F
21440,31,B,F
21450,35,G,W
21460,1,D,W
21470,59,G,W
21480,45,G,W
21490,55,G,W
21500,9,TA,L
21510,12,AB,L
21520,30,B,F
21530,37,G,W
21540,14,AB,
21550,51,G,W
21560,11,AB,L
21570,7,TA,L
21580,11,AB,L
21590,35,G,W
21600,0,D,W
21610,54,G,W
21620,51,G,W
21630,4,T,
21640,1,D,W
21650,46,G,W
21660,12,AB,L
21670,19,AB,L
21680,39,G,W
21690,20,AB,L
21700,26,B,F
21710,1,D,W
21720,55,G,W
21730,50,G,W
21740,42,G,W
21750,19,AB,
21760,45,G,W
21770,36,G,W
21780,7,TA,L
21790,31,B,F
21800,7,TA,L
21810,36,G,W
21820,5,T,
21830,51,G,W
21840,17,AB,L
21850,11,AB,L
21860,41,G,W
21870,34,G,W
21880,25,B,F
21890,43,G,W
21900,40,G,W
21910,17,AB,
21920,51,G,W
21930,20,AB,
21940,46,G,W
21950,5,T,
21960,34,G,W
21970,31,B,F
21980,5,T,R
21990,27,B,F
22000,54,G,W
22010,11,AB,
22020,43,G,W
22030,6,TA,L
22040,22,B,F
22050,44,G,W
22060,12,AB,L
22070,32,B,F
22080,17,AB,L
22090,27,B,F
22100,40,G,W
22110,37,G,W
22120,4,T,R
22130,32,B,F
22140,54,G,W
22150,16,AB,L
22160,22,B,F
22170,13,AB,L
22180,14,AB,L
22190,13,AB,L
22200,20,AB,L
22210,29,B,F
22220,16,AB,L
22230,43,G,W
22240,21,B,F
22250,32,B,F
22260,17,AB,L
22270,32,B,F
22280,44,G,W
22290,48,G,W
22300,13,AB,L
22310,31,B,F
22320,41,G,W
22330,15,AB,
22340,51,G,W
22350,6,TA,L
22360,27,B,F
22370,8,TA,L
22380,16,AB,L
22390,15,AB,L
22400,45,G,W
22410,11,AB,
22420,48,G,W
22430,60,G,W
22440,18,AB,
22450,47,G,W
22460,40,G,W
22470,29,B,F
22480,18,AB,L
22490,56,G,W
22500,41,G,W
22510,53,G,W
22520,56,G,W
22530,18,AB,
22540,3,D,W
22550,7,TA,
22560,60,G,W
22570,12,AB,
22580,53,G,W
22590,7,TA,
22600,49,G,W
22610,11,AB,L
22620,11,AB,L
22630,5,T,
22640,53,G,W
22650,25,B,F
22660,24,B,F
22670,23,B,F
22680,56,G,W
22690,12,AB,L
22700,9,TA,L
22710,40,G,W
22720,48,G,W
22730,3,D,W
22740,24,B,F
22750,9,TA,L
22760,0,D,W
22770,29,B,F
22780,41,G,W
22790,45,G,W
22800,31,B,F
22810,3,D,W
22820,28,B,F
22830,33,B,F
22840,53,G,W
22850,7,TA,
22860,54,G,W
22870,45,G,W
22880,11,AB,L
22890,31,B,F
22900,1,D,W
22910,17,AB,
22920,51,G,W
22930,14,AB,
22940,3,D,W
22950,19,AB,
22960,48,G,W
22970,8,TA,L
22980,11,AB,L
22990,0,D,W
23000,53,G,W
23010,60,G,W
23020,7,TA,L
23030,20,AB,L
23040,27,B,F
23050,28,B,F
23060,30,B,F
23070,15,AB,L
23080,41,G,W
23090,0,D,W
23100,39,G,W
23110,14,AB,
23120,46,G,W
23130,25,B,F
23140,11,AB,L
23150,36,G,W
23160,3,D,W
23170,19,AB,
23180,48,G,W
23190,59,G,W
23200,19,AB,
23210,1,D,W
23220,3,D,W
23230,25,B,F
23240,10,TA,L
23250,41,G,W
23260,30,B,F
23270,47,G,W
23280,51,G,W
23290,44,G,W
23300,25,B,F
23310,39,G,W
23320,53,G,W
23330,39,G,W
23340,57,G,W
23350,5,T,R
23360,26,B,F
23370,5,T,R
23380,31,B,F
23390,53,G,W
23400,36,G,W
23410,23,B,F
23420,38,G,W
23430,52,G,W
23440,16,AB,L
23450,27,B,F
23460,53,G,W
23470,17,AB,L
23480,26,B,F
23490,50,G,W
23500,14,AB,L
23510,9,TA,L
23520,41,G,W
23530,49,G,W
23540,38,G,W
23550,25,B,F
23560,24,B,F
23570,44,G,W
23580,8,TA,L
23590,7,TA,L
23600,55,G,W
23610,43,G,W
23620,33,B,F
23630,40,G,W
23640,24,B,F
23650,8,TA,L
23660,2,D,W
23670,12,AB,L
23680,21,B,F
23690,2,D,W
23700,18,AB,L
23710,22,B,F
23720,24,B,F
23730,50,G,W
23740,48,G,W
23750,34,G,W
23760,4,T,R
23770,8,TA,L
23780,26,B,F
23790,49,G,W
23800,21,B,F
23810,39,G,W
23820,46,G,W
23830,18,AB,L
23840,5,T,
23850,15,AB,L
23860,28,B,F
23870,51,G,W
23880,5,T,R
23890,31,B,F
23900,27,B,F
23910,59,G,W
23920,56,G,W
23930,11,AB,
23940,48,G,W
23950,49,G,W
23960,18,AB,L
23970,28,B,F
23980,10,TA,L
23990,47,G,W
24000,8,TA,
24010,35,G,W
24020,2,D,W
24030,24,B,F
24040,15,AB,L
24050,28,B,F
24060,55,G,W
24070,16,AB,L
24080,6,TA,L
24090,39,G,W
24100,45,G,W
24110,58,G,W
24120,4,T,R
24130,31,B,F
24140,3,D,W
24150,6,TA,L
24160,21,B,F
24170,3,D,W
24180,58,G,W
24190,52,G,W
24200,3,D,W
24210,9,TA,
24220,50,G,W
24230,1,D,W
24240,53,G,W
24250,4,T,
24260,35,G,W
24270,24,B,F
24280,45,G,W
24290,19,AB,L
24300,27,B,F
24310,28,B,F
24320,37,G,W
24330,44,G,W
24340,36,G,W
24350,30,B,F
24360,55,G,W
24370,44,G,W
24380,5,T,
24390,34,G,W
24400,13,AB,
24410,42,G,W
24420,10,TA,
24430,2,D,W
24440,16,AB,L
24450,31,B,F
24460,48,G,W
24470,5,T,
24480,19,AB,L
24490,60,G,W
24500,36,G,W
24510,58,G,W
24520,47,G,W
24530,6,TA,L
24540,25,B,F
24550,19,AB,L
24560,25,B,F
24570,53,G,W
24580,9,TA,L
24590,17,AB,L
24600,21,B,F
24610,21,B,F
24620,32,B,F
24630,30,B,F
24640,6,TA,L
24650,5,T,R
24660,46,G,W
24670,42,G,W
24680,43,G,W
24690,43,G,W
24700,1,D,W
24710,24,B,F
24720,11,AB,L
24730,23,B,F
24740,34,G,W
24750,59,G,W
24760,56,G,W
24770,10,TA,L
24780,7,TA,L
24790,60,G,W
24800,23,B,F
24810,1,D,W
24820,41,G,W
24830,1,D,W
24840,17,AB,
24850,53,G,W
24860,34,G,W
24870,39,G,W
24880,17,AB,L
24890,23,B,F
24900,36,G,W
24910,36,G,W
24920,40,G,W
24930,47,G,W
24940,58,G,W
24950,0,D,W
24960,53,G,W
24970,35,G,W
24980,49,G,W
24990,26,B,F
25000,1,D,W
25010,56,G,W
25020,42,G,W
25030,3,D,W
25040,56,G,W
25050,31,B,F
25060,39,G,W
25070,1,D,W
25080,33,B,F
25090,36,G,W
25100,56,G,W
25110,26,B,F
25120,44,G,W
25130,43,G,W
25140,33,B,F
25150,44,G,W
25160,33,B,F
25170,45,G,W
25180,39,G,W
25190,43,G,W
25200,12,AB,
25210,40,G,W
25220,43,G,W
25230,34,G,W
25240,52,G,W
25250,34,G,W
25260,46,G,W
25270,0,D,W
25280,57,G,W
25290,29,B,F
25300,20,AB,L
25310,42,G,W
25320,2,D,W
25330,17,AB,
25340,47,G,W
25350,0,D,W
25360,21,B,F
25370,57,G,W
25380,11,AB,
25390,36,G,W
25400,43,G,W
25410,57,G,W
25420,2,D,W
25430,33,B,F
25440,4,T,R
25450,18,AB,L
25460,55,G,W
25470,10,TA,L
25480,19,AB,L
25490,43,G,W
25500,25,B,F
25510,20,AB,L
25520,13,AB,L
25530,7,TA,L
25540,44,G,W
25550,52,G,W
25560,59,G,W
25570,30,B,F
25580,59,G,W
25590,29,B,F
25600,23,B,F
25610,53,G,W
25620,31,B,F
25630,57,G,W
25640,28,B,F
25650,4,T,R
25660,39,G,W
25670,38,G,W
25680,54,G,W
25690,10,TA,
25700,60,G,W
25710,52,G,W
25720,14,AB,
25730,41,G,W
25740,50,G,W
25750,0,D,W
25760,38,G,W
25770,34,G,W
25780,45,G,W
25790,8,TA,
25800,57,G,W
25810,51,G,W
25820,24,B,F
25830,22,B,F
25840,38,G,W
25850,26,B,F
25860,45,G,W
25870,53,G,W
25880,11,AB,
25890,56,G,W
25900,44,G,W
25910,0,D,W
25920,17,AB,L
25930,27,B,F
25940,44,G,W
25950,5,T,R
25960,31,B,F
25970,55,G,W
25980,53,G,W
25990,14,AB,L
26000,13,AB,L
26010,52,G,W
26020,53,G,W
26030,31,B,F
26040,8,TA,L
26050,40,G,W
26060,39,G,W
26070,48,G,W
26080,5,T,
26090,1,D,W
26100,9,TA,L
26110,5,T,R
26120,24,B,F
26130,12,AB,L
26140,41,G,W
26150,29,B,F
26160,47,G,W
26170,2,D,W
26180,29,B,F
26190,11,AB,L
26200,34,G,W
26210,14,AB,
26220,48,G,W
26230,39,G,W
26240,39,G,W
26250,21,B,F
26260,50,G,W
26270,28,B,F
26280,37,G,W
26290,45,G,W
26300,26,B,F
26310,57,G,W
26320,20,AB,
26330,48,G,W
26340,33,B,F
26350,26,B,F
26360,27,B,F
26370,47,G,W
26380,5,T,
26390,60,G,W
26400,36,G,W
26410,18,AB,
26420,49,G,W
26430,3,D,W
26440,18,AB,L
26450,12,AB,L
26460,33,B,F
26470,8,TA,L
26480,21,B,F
26490,7,TA,L
26500,43,G,W
26510,9,TA,L
26520,9,TA,L
26530,38,G,W
26540,51,G,W
26550,1,D,W
26560,25,B,F
26570,1,D,W
26580,29,B,F
26590,23,B,F
26600,16,AB,L
26610,15,AB,L
26620,33,B,F
26630,29,B,F
26640,7,TA,L
26650,35,G,W
26660,46,G,W
26670,53,G,W
26680,50,G,W
26690,35,G,W
26700,17,AB,L
26710,6,TA,L
26720,31,B,F
26730,38,G,W
26740,45,G,W
26750,46,G,W
26760,52,G,W
26770,37,G,W
26780,47,G,W
26790,17,AB,
26800,53,G,W
26810,40,G,W
26820,36,G,W
26830,24,B,F
26840,8,TA,L
26850,36,G,W
26860,52,G,W
26870,24,B,F
26880,7,TA,L
26890,45,G,W
26900,40,G,W
26910,51,G,W
26920,30,B,F
26930,8,TA,L
26940,39,G,W
26950,33,B,F
26960,3,D,W
26970,57,G,W
26980,27,B,F
26990,48,G,W
27000,42,G,W
27010,53,G,W
27020,46,G,W
27030,29,B,F
27040,35,G,W
27050,9,TA,L
27060,9,TA,L
27070,32,B,F
27080,50,G,W
27090,58,G,W
27100,37,G,W
27110,4,T,R
27120,29,B,F
27130,40,G,W
27140,37,G,W
27150,15,AB,L
27160,33,B,F
27170,60,G,W
27180,20,AB,L
27190,33,B,F
27200,57,G,W
27210,45,G,W
27220,29,B,F
27230,50,G,W
27240,15,AB,
27250,0,D,W
27260,26,B,F
27270,5,T,R
27280,16,AB,L
27290,30,B,F
27300,12,AB,L
27310,42,G,W
27320,31,B,F
27330,40,G,W
27340,35,G,W
27350,55,G,W
27360,20,AB,L
27370,17,AB,L
27380,31,B,F
27390,44,G,W
27400,21,B,F
27410,48,G,W
27420,17,AB,L
27430,11,AB,L
27440,28,B,F
27450,47,G,W
27460,36,G,W
27470,16,AB,L
27480,32,B,F
27490,47,G,W
27500,35,G,W
27510,56,G,W
27520,56,G,W
27530,48,G,W
27540,39,G,W
27550,18,AB,L
27560,20,AB,L
27570,25,B,F
27580,16,AB,L
27590,56,G,W
27600,24,B,F
27610,25,B,F
27620,32,B,F
27630,18,AB,L
27640,1,D,W
27650,60,G,W
27660,58,G,W
27670,28,B,F
27680,25,B,F
27690,56,G,W
27700,32,B,F
27710,58,G,W
27720,40,G,W
27730,10,TA,
27740,51,G,W
27750,24,B,F
27760,25,B,F
27770,41,G,W
27780,46,G,W
27790,49,G,W
27800,37,G,W
27810,29,B,F
27820,9,TA,L
27830,1,D,W
27840,57,G,W
27850,0,D,W
27860,26,B,F
27870,52,G,W
27880,40,G,W
27890,8,TA,
27900,40,G,W
27910,46,G,W
27920,47,G,W
27930,30,B,F
27940,0,D,W
27950,4,T,
27960,45,G,W
27970,42,G,W
27980,6,TA,
27990,59,G,W
28000,45,G,W
28010,13,AB,L
28020,6,TA,L
28030,39,G,W
28040,29,B,F
28050,45,G,W
28060,36,G,W
28070,51,G,W
28080,32,B,F
28090,24,B,F
28100,22,B,F
28110,59,G,W
28120,57,G,W
28130,7,TA,L
28140,31,B,F
28150,51,G,W
28160,30,B,F
28170,8,TA,L
28180,21,B,F
28190,19,AB,L
28200,40,G,W
28210,34,G,W
28220,44,G,W
28230,10,TA,
28240,47,G,W
28250,46,G,W
28260,42,G,W
28270,33,B,F
28280,12,AB,L
28290,10,TA,L
28300,9,TA,L
28310,44,G,W
28320,8,TA,
28330,45,G,W
28340,9,TA,L
28350,22,B,F
28360,49,G,W
28370,36,G,W
28380,11,AB,
28390,41,G,W
28400,14,AB,L
28410,22,B,F
28420,39,G,W
28430,13,AB,
28440,1,D,W
28450,48,G,W
28460,13,AB,
28470,56,G,W
28480,6,TA,
28490,41,G,W
28500,8,TA,L
28510,23,B,F
28520,15,AB,L
28530,18,AB,L
28540,41,G,W
28550,58,G,W
28560,43,G,W
28570,26,B,F
28580,36,G,W
28590,8,TA,L
28600,16,AB,L
28610,44,G,W
28620,17,AB,L
28630,7,TA,L
28640,51,G,W
28650,48,G,W
28660,51,G,W
28670,14,AB,
28680,49,G,W
28690,24,B,F
28700,30,B,F
28710,37,G,W
28720,45,G,W
28730,37,G,W
28740,49,G,W
28750,29,B,F
28760,50,G,W
28770,20,AB,
28780,38,G,W
28790,57,G,W
28800,18,AB,L
28810,4,T,R
28820,30,B,F
28830,11,AB,L
28840,26,B,F
28850,50,G,W
28860,9,TA,L
28870,24,B,F
28880,21,B,F
28890,40,G,W
28900,7,TA,
28910,34,G,W
28920,0,D,W
28930,7,TA,L
28940,6,TA,L
28950,53,G,W
28960,25,B,F
28970,2,D,W
28980,56,G,W
28990,24,B,F
29000,52,G,W
29010,44,G,W
29020,43,G,W
29030,24,B,F
29040,45,G,W
29050,46,G,W
29060,51,G,W
29070,28,B,F
29080,16,AB,L
29090,8,TA,L
29100,29,B,F
29110,19,AB,L
29120,44,G,W
29130,3,D,W
29140,20,AB,L
29150,31,B,F
29160,29,B,F
29170,11,AB,L
29180,3,D,W
29190,12,AB,L
29200,8,TA,L
29210,4,T,R
29220,10,TA,L
29230,33,B,F
29240,20,AB,L
29250,37,G,W
29260,3,D,W
29270,0,D,W
29280,22,B,F
29290,26,B,F
29300,25,B,F
29310,40,G,W
29320,19,AB,
29330,40,G,W
29340,55,G,W
29350,32,B,F
29360,48,G,W
29370,39,G,W
29380,27,B,F
29390,57,G,W
29400,21,B,F
29410,41,G,W
29420,14,AB,
29430,41,G,W
29440,27,B,F
29450,60,G,W
29460,40,G,W
29470,26,B,F
29480,37,G,W
29490,59,G,W
29500,26,B,F
29510,14,AB,L
29520,43,G,W
29530,19,AB,
29540,49,G,W
29550,45,G,W
29560,45,G,W
29570,12,AB,
29580,39,G,W
29590,5,T,
29600,58,G,W
29610,22,B,F
29620,36,G,W
29630,31,B,F
29640,40,G,W
29650,6,TA,L
29660,9,TA,L
29670,0,D,W
29680,4,T,
29690,49,G,W
29700,44,G,W
29710,49,G,W
29720,54,G,W
29730,36,G,W
29740,49,G,W
29750,39,G,W
29760,1,D,W
29770,59,G,W
29780,34,G,W
29790,1,D,W
29800,55,G,W
29810,46,G,W
29820,42,G,W
29830,22,B,F
29840,38,G,W
29850,13,AB,L
29860,14,AB,L
29870,56,G,W
29880,49,G,W
29890,14,AB,
29900,41,G,W
29910,23,B,F
29920,31,B,F
29930,3,D,W
29940,58,G,W
29950,5,T,R
29960,33,B,F
29970,36,G,W
29980,43,G,W
29990,24,B,F
30000,33,B,F
30010,50,G,W
30020,41,G,W
30030,19,AB,L
30040,11,AB,L
30050,40,G,W
30060,13,AB,L
30070,26,B,F
30080,37,G,W
30090,41,G,W
30100,15,AB,
30110,1,D,W
30120,25,B,F
30130,0,D,W
30140,24,B,F
30150,43,G,W
30160,33,B,F
30170,35,G,W
30180,33,B,F
30190,59,G,W
30200,14,AB,L
30210,18,AB,L
30220,19,AB,L
30230,56,G,W
30240,5,T,
30250,40,G,W
30260,9,TA,L
30270,8,TA,L
30280,43,G,W
30290,38,G,W
30300,14,AB,L
30310,32,B,F
30320,19,AB,L
30330,32,B,F
30340,58,G,W
30350,32,B,F
30360,10,TA,L
30370,15,AB,L
30380,15,AB,L
30390,18,AB,L
30400,38,G,W
30410,4,T,R
30420,22,B,F
30430,13,AB,L
30440,48,G,W
30450,5,T,R
30460,31,B,F
30470,53,G,W
30480,12,AB,L
30490,13,AB,L
30500,33,B,F
30510,60,G,W
30520,13,AB,
30530,49,G,W
30540,46,G,W
30550,55,G,W
30560,4,T,R
